pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
6mav_7,-30.936,-1.483,127.922,483.766,855.463,5.031,60.394,0.466
6mxd_2,-44.204,-1.95,2.167,777.787,1639.148,8.722,95.316,0.524
6n5z_1,-87.886,-3.202,-2.076,1055.97,1054.197,4.446,69.993,0.654
6nc7_1,-36.619,-1.377,-0.265,1408.062,2190.575,14.101,152.58,0.569
6nfl_3,-47.148,-2.556,-1.91,839.459,746.377,4.355,90.187,0.675
6np6_5,-103.719,-2.651,-1.981,1057.882,796.922,3.778,55.702,0.64
6o8b_4,-14.372,-1.685,-1.041,394.427,4986.964,19.363,326.6,0.488
6o9q_5,-33.288,-1.375,-0.469,1022.624,2058.441,12.912,232.578,0.546
6orf_1,-29.923,-1.497,-1.108,1132.54,1733.138,9.23,185.005,0.402
6otn_2,-35.866,-1.794,-1.1,1157.983,331.171,1.509,39.515,0.559
6p40_1,-81.091,-1.979,-0.819,1373.772,2198.906,9.497,169.247,0.613
6pkc_4,-54.858,-1.485,-1.21,833.84,2150.665,10.271,195.843,0.704
6pqn_5,-31.437,-1.207,-0.395,875.164,2808.363,12.699,206.328,0.418
6qgs_17,-82.542,-3.468,-3.313,701.944,1124.159,4.987,77.239,0.768
6qpp_2,-28.607,-1.535,44.348,686.407,929.693,6.045,107.75,0.746
6qq2_2,-34.382,-1.267,0.052,1102.63,2004.427,8.592,151.796,0.425
6qsn_1,-44.533,-1.06,-0.432,1770.748,5274.853,26.655,381.684,0.457
6qu4_11,-46.184,-1.956,-1.382,1293.703,2393.105,9.772,187.132,0.606
6qzh_3,-28.139,-1.467,24.752,1120.241,4325.201,22.312,312.204,0.676
6r2f_1,-96.305,-3.144,-2.11,656.012,275.4,1.554,33.694,0.719
6r2s_8,-56.294,-2.255,177.535,1115.68,2149.097,6.763,147.371,0.636
6r80_2,-88.745,-2.674,-1.99,1208.521,974.497,5.241,96.18,0.557
6rp3_5,-63.72,-2.89,-1.642,1134.714,708.637,3.456,53.999,0.554
6rrc_4,-65.441,-1.649,-0.164,1491.867,1602.543,8.652,166.709,0.683
6s1l_5,-70.543,-2.911,-1.57,1008.821,1972.925,8.837,165.917,0.633
6tfq_4,-31.473,-1.339,-0.871,1300.985,1933.47,8.11,183.911,0.448
6tka_4,-54.524,-1.306,-0.29,1625.921,3338.669,14.941,285.511,0.452
6txq_3,-37.984,-1.294,-0.579,1498.805,1552.654,7.762,158.562,0.514
6ucm_16,-79.594,-2.764,-2.104,598.345,303.82,1.439,36.967,0.703
6vdd_2,-36.726,-1.797,-1.143,1154.877,2598.409,12.773,231.328,0.516
6vjb_4,-26.69,-1.547,-0.962,1127.725,7564.517,23.096,517.347,0.37
6w25_2,-54.636,-1.517,-0.963,1215.37,2482.179,9.004,160.098,0.557
6wrh_3,-47.888,-1.575,-0.553,1190.869,1072.687,6.361,120.604,0.531
8jdw_1,-28.937,-1.323,-1.006,812.587,1849.56,9.193,170.632,0.496
