pdb-id,F_Voronota_glob_light_score,F_Voronota_glob_dark_score,F_Voronota_glob_area,F_Voronota_glob_area_per_atom,F_Voronota_glob_nonprotein_area,F_Voronota_glob_volume,F_Voronota_glob_volume_per_atom,F_Voronota_glob_energy,F_Voronota_glob_energy_norm,F_Voronota_glob_energy_per_atom,F_Voronota_glob_sas_area,F_Voronota_glob_sas_area_per_atom,F_Voronota_glob_sas_energy,F_Voronota_glob_sas_energy_norm,F_Voronota_glob_sas_energy_per_atom,F_Voronota_glob_nonsas_area,F_Voronota_glob_nonsas_area_per_atom,F_Voronota_glob_nonsas_energy,F_Voronota_glob_nonsas_energy_norm,F_Voronota_glob_nonsas_energy_per_atom,F_Voronota_iface_atoms,F_Voronota_iface_atoms_light_score,F_Voronota_iface_area,F_Voronota_iface_energy,F_Voronota_iface_energy_norm,F_Voronota_iface_energy_per_atom,F_Voronota_iface_shelled_energy,F_Voronota_iface_shelled_energy_norm,F_Voronota_iface_shelled_energy_per_atom,F_Voronota_iface_expanded_area,F_Voronota_iface_expanded_energy,F_Voronota_iface_expanded_energy_norm,F_Voronota_iface_expanded_energy_per_atom,F_Voronota_iface_expanded_shelled_energy,F_Voronota_iface_expanded_shelled_energy_norm,F_Voronota_iface_expanded_shelled_energy_per_atom,F_Voronota_split_light_score,F_Voronota_split_dark_score,F_Voronota_split_area,F_Voronota_split_area_per_atom,F_Voronota_split_volume,F_Voronota_split_volume_per_atom,F_Voronota_split_energy,F_Voronota_split_energy_norm,F_Voronota_split_energy_per_atom,F_Voronota_split_sas_area,F_Voronota_split_sas_area_per_atom,F_Voronota_split_sas_energy,F_Voronota_split_sas_energy_norm,F_Voronota_split_sas_energy_per_atom,F_Voronota_split_nonsas_area,F_Voronota_split_nonsas_area_per_atom,F_Voronota_split_nonsas_energy,F_Voronota_split_nonsas_energy_norm,F_Voronota_split_nonsas_energy_per_atom,F_Voronota_diff_glob_light_score,F_Voronota_diff_glob_dark_score,F_Voronota_diff_glob_area,F_Voronota_diff_glob_area_per_atom,F_Voronota_diff_glob_energy,F_Voronota_diff_glob_energy_norm,F_Voronota_diff_glob_energy_per_atom,F_Voronota_diff_glob_volume,F_Voronota_diff_glob_volume_per_atom,F_Voronota_diff_sas_area,F_Voronota_diff_sas_area_per_atom,F_Voronota_diff_sas_energy,F_Voronota_diff_sas_energy_norm,F_Voronota_diff_sas_energy_per_atom,F_Voronota_diff_nonsas_area,F_Voronota_diff_nonsas_area_per_atom,F_Voronota_diff_nonsas_energy,F_Voronota_diff_nonsas_energy_norm,F_Voronota_diff_nonsas_energy_per_atom,Training
1wtc_1,0.5086,0.69652,56167.3,11.71617,0,111990,23.36045,-12932.4,-0.23025,-2.69762,24452.8,5.10071,-578.077,-0.02364,-0.12058,31714.5,6.61546,-12354.323,-0.38955,-2.57704,236,0.3874,847.685,-288.66,-0.34053,-0.06021,-288.533,-0.34038,-0.06019,2629.44,-806.123,-0.30658,-0.16815,-796.896,-0.30307,-0.16623,0.50128,0.69838,57285.7,11.94946,113302,23.63413,-12580.8,-0.21962,-2.62428,26233.2,5.47209,-522.847,-0.01993,-0.10906,31052.5,6.47737,-12057.953,-0.38831,-2.51522,0.00732,-0.00186,-1118.4,-0.23329,-351.6,-0.01063,-0.07334,-1312,-0.27368,-1780.4,-0.37138,-55.23,-0.00371,-0.01152,662,0.13809,-296.37,-0.00124,-0.06182,0
1wwp_1,0.46017,0.61917,24134.3,12.81014,0,46546.5,24.70621,-5600.07,-0.23204,-2.97244,12057.5,6.39995,-1291.64,-0.10712,-0.68558,12076.8,6.41019,-4308.43,-0.35675,-2.28685,214,0.34404,830.496,-332.735,-0.40065,-0.17661,-302.153,-0.36382,-0.16038,1674.31,-245.886,-0.14686,-0.13051,-367.057,-0.21923,-0.19483,0.44236,0.60358,25280,13.41826,48045.3,25.50175,-4999.06,-0.19775,-2.65343,13771.7,7.30982,-1011.92,-0.07348,-0.53711,11508.3,6.10844,-3987.14,-0.34646,-2.11632,0.01782,0.01559,-1145.7,-0.60812,-601.01,-0.03429,-0.31901,-1498.8,-0.79554,-1714.2,-0.90987,-279.72,-0.03365,-0.14847,568.5,0.30175,-321.29,-0.01029,-0.17054,0
1x1p_3,0.5007,0.67357,39424.7,12.13815,0,78166.4,24.06601,-8339.42,-0.21153,-2.56756,18633.8,5.73701,-734.097,-0.0394,-0.22602,20790.9,6.40114,-7605.323,-0.3658,-2.34154,306,0.62743,1158.72,-286.448,-0.24721,-0.08819,-305.097,-0.26331,-0.09393,2607.86,-524.684,-0.20119,-0.16154,-573.103,-0.21976,-0.17645,0.48016,0.65359,40978.4,12.6165,80057.3,24.64818,-8334.62,-0.20339,-2.56608,21121.2,6.50283,-944.151,-0.0447,-0.29069,19857.2,6.11367,-7390.469,-0.37218,-2.27539,0.02054,0.01998,-1553.7,-0.47836,-4.8,-0.00814,-0.00148,-1890.9,-0.58217,-2487.4,-0.76583,210.054,0.00531,0.06467,933.7,0.28747,-214.854,0.00638,-0.06615,0
1xef_2,0.53912,0.67565,47183.9,12.49574,0,94334.3,24.9826,-11732.5,-0.24865,-3.10712,22826.1,6.04505,-1085.9,-0.04757,-0.28758,24357.8,6.45069,-10646.6,-0.43709,-2.81954,352,0.3483,1343.12,-360.457,-0.26837,-0.09546,-348.452,-0.25943,-0.09228,3539.56,-748.19,-0.21138,-0.19814,-772.572,-0.21827,-0.2046,0.5334,0.67063,48948.4,12.96303,96340.4,25.51388,-11402.9,-0.23296,-3.01984,25658.5,6.79515,-1050.06,-0.04092,-0.27809,23289.9,6.16788,-10352.84,-0.44452,-2.74175,0.00572,0.00502,-1764.5,-0.46729,-329.6,-0.0157,-0.08729,-2006.1,-0.53128,-2832.4,-0.75011,-35.84,-0.00665,-0.00949,1067.9,0.28281,-293.76,0.00743,-0.0778,0
1xew_4,0.43531,0.6124,30489.1,13.21018,0,59325.4,25.70425,-3868.44,-0.12688,-1.6761,16346,7.08232,2570.67,0.15727,1.11381,14143.1,6.12786,-6439.11,-0.45528,-2.78991,330,0.28301,1283.25,-45.6324,-0.03556,-0.01977,-44.1241,-0.03438,-0.01912,3645.53,-161.496,-0.0443,-0.06997,-140.628,-0.03858,-0.06093,0.44686,0.63067,32289.8,13.99038,61379.7,26.59432,-4197.59,-0.13,-1.81871,19157.3,8.30039,2239.9,0.11692,0.97049,13132.5,5.68999,-6437.49,-0.4902,-2.78921,-0.01156,-0.01827,-1800.7,-0.7802,329.15,0.00312,0.14261,-2054.3,-0.89008,-2811.3,-1.21807,330.77,0.04034,0.14331,1010.6,0.43787,-1.62,0.03491,-7e-04,0
1xi1_1,0.5247,0.64729,112504,12.05056,0,226610,24.27271,-29155.8,-0.25915,-3.12294,54036.5,5.78797,-3546.71,-0.06564,-0.3799,58467.5,6.26259,-25609.09,-0.43801,-2.74305,292,0.3387,1198.6,-428.871,-0.35781,-0.04594,-432.454,-0.3608,-0.04632,3760.14,-659.1,-0.17529,-0.0706,-801.776,-0.21323,-0.08588,0.52087,0.6569,114042,12.2153,228224,24.44559,-28387.1,-0.24892,-3.04061,56614.5,6.06411,-3172.85,-0.05604,-0.33985,57427.5,6.15119,-25214.25,-0.43906,-2.70076,0.00382,-0.00961,-1538,-0.16474,-768.7,-0.01024,-0.08234,-1614,-0.17288,-2578,-0.27614,-373.86,-0.00959,-0.04004,1040,0.1114,-394.84,0.00106,-0.04229,0
1xi3_1,0.60714,0.75387,36631.4,12.19015,0,72347.9,24.07584,-10169.2,-0.27761,-3.38409,16878.1,5.61667,-1049.98,-0.06221,-0.34941,19753.3,6.57348,-9119.22,-0.46166,-3.03468,195,0.62332,792.256,-315.977,-0.39883,-0.10515,-314.654,-0.39716,-0.10471,1744.21,-396.962,-0.22759,-0.1321,-484.343,-0.27769,-0.16118,0.58418,0.74045,37685.2,12.54083,73712.2,24.52985,-9698.93,-0.25737,-3.2276,18543.4,6.17085,-810.779,-0.04372,-0.26981,19141.8,6.36998,-8888.151,-0.46433,-2.95779,0.02296,0.01342,-1053.8,-0.35068,-470.27,-0.02024,-0.1565,-1364.3,-0.45401,-1665.3,-0.55418,-239.201,-0.01849,-0.0796,611.5,0.20349,-231.069,0.00268,-0.07689,0
1xkv_1,0.57969,0.70542,93578.6,11.37734,0,191210,23.24742,-27156.9,-0.2902,-3.30175,39109.5,4.75495,-2155.45,-0.05511,-0.26206,54469.1,6.62238,-25001.45,-0.459,-3.03969,247,0.41307,937.253,-129.923,-0.13862,-0.0158,-125.103,-0.13348,-0.01521,2455.85,-526.573,-0.21442,-0.06402,-424.849,-0.17299,-0.05165,0.5791,0.7079,94800.7,11.52592,192553,23.4107,-27228.5,-0.28722,-3.31046,41097.7,4.99668,-2300.88,-0.05599,-0.27974,53703,6.52924,-24927.62,-0.46418,-3.03071,0.00059,-0.00248,-1222.1,-0.14858,71.6,-0.00299,0.00871,-1343,-0.16328,-1988.2,-0.24173,145.43,0.00087,0.01768,766.1,0.09314,-73.83,0.00517,-0.00898,0
1xkz_2,0.52864,0.68073,45431.7,11.75769,0,90426.1,23.4022,-9707.52,-0.21367,-2.5123,20674.2,5.35047,379.95,0.01838,0.09833,24757.5,6.40722,-10087.47,-0.40745,-2.61063,109,0.35724,421.275,32.892,0.07808,0.00851,34.8831,0.0828,0.00903,1425.42,-136.466,-0.09574,-0.03532,-65.7941,-0.04616,-0.01703,0.5292,0.68216,45953.2,11.89265,91064.3,23.56737,-9736.59,-0.21188,-2.51982,21580.1,5.58491,385.062,0.01784,0.09965,24373.1,6.30774,-10121.652,-0.41528,-2.61948,-0.00057,-0.00143,-521.5,-0.13496,29.07,-0.00179,0.00752,-638.2,-0.16517,-905.9,-0.23445,-5.112,0.00053,-0.00132,384.4,0.09948,34.182,0.00783,0.00885,0
1xlu_1,0.54026,0.67294,95159.7,11.40183,0,193818,23.22286,-23385.8,-0.24575,-2.80204,40582.4,4.8625,-390.398,-0.00962,-0.04678,54577.3,6.53934,-22995.402,-0.42134,-2.75526,86,0.52716,322.597,-271.064,-0.84026,-0.03248,-277.155,-0.85914,-0.03321,920.403,-246.102,-0.26739,-0.02949,-396.706,-0.43101,-0.04753,0.53581,0.67118,95590.8,11.45349,194358,23.28756,-22800,-0.23852,-2.73185,41269.8,4.94486,-29.5706,-0.00072,-0.00354,54321,6.50863,-22770.4294,-0.41918,-2.7283,0.00445,0.00176,-431.1,-0.05165,-585.8,-0.00724,-0.07019,-540,-0.0647,-687.4,-0.08236,-360.8274,-0.0089,-0.04323,256.3,0.03071,-224.9726,-0.00215,-0.02696,0
1xrc_5,0.48777,0.6499,66694.7,11.50702,0,134841,23.26449,-13781.4,-0.20663,-2.37774,28890.9,4.98463,785.101,0.02717,0.13546,37803.8,6.52239,-14566.501,-0.38532,-2.5132,178,0.30996,778.43,-227.686,-0.29249,-0.03928,-234.201,-0.30086,-0.04041,1930.98,-187.47,-0.09709,-0.03234,-310.114,-0.1606,-0.0535,0.48446,0.64818,67735.2,11.68654,136189,23.49707,-13644.7,-0.20144,-2.35416,30525.8,5.2667,715.359,0.02343,0.12342,37209.4,6.41984,-14360.059,-0.38593,-2.47758,0.00331,0.00172,-1040.5,-0.17952,-136.7,-0.00519,-0.02359,-1348,-0.23257,-1634.9,-0.28207,69.742,0.00374,0.01203,594.4,0.10255,-206.442,0.00061,-0.03562,0
1xre_1,0.58448,0.68491,38861,11.83343,0,77723.5,23.66733,-10956.9,-0.28195,-3.33645,18135.1,5.52226,-1630.06,-0.08988,-0.49636,20725.9,6.31118,-9326.84,-0.45001,-2.84009,226,0.52933,871.697,-417.214,-0.47862,-0.12704,-418.982,-0.48065,-0.12758,1761.37,-442.511,-0.25123,-0.13475,-587.202,-0.33338,-0.17881,0.56858,0.67538,39998.2,12.17972,79206.5,24.11891,-10348.2,-0.25872,-3.1511,19896,6.05847,-1293.17,-0.065,-0.39378,20102.2,6.12125,-9055.03,-0.45045,-2.75732,0.01589,0.00953,-1137.2,-0.34629,-608.7,-0.02323,-0.18535,-1483,-0.45158,-1760.9,-0.53621,-336.89,-0.02489,-0.10259,623.7,0.18992,-271.81,0.00044,-0.08277,0
1xso_1,0.5228,0.70037,26594.4,12.38101,0,52421.8,24.40493,-6396.65,-0.24053,-2.97796,13347.5,6.21392,-740.212,-0.05546,-0.34461,13246.9,6.16709,-5656.438,-0.427,-2.63335,179,0.4811,663.439,-272.657,-0.41098,-0.12694,-274.27,-0.41341,-0.12769,1540.97,-116.739,-0.07576,-0.05435,-294.857,-0.19135,-0.13727,0.49649,0.68306,27459.6,12.7838,53581.8,24.94497,-5708.21,-0.20788,-2.65745,14710.3,6.84837,-229.287,-0.01559,-0.10674,12749.3,5.93543,-5478.923,-0.42974,-2.55071,0.02631,0.01732,-865.2,-0.40279,-688.44,-0.03265,-0.3205,-1160,-0.54004,-1362.8,-0.63445,-510.925,-0.03987,-0.23786,497.6,0.23166,-177.515,0.00274,-0.08264,0
1xsv_1,0.47072,0.60845,23606.2,12.92782,0,45084.3,24.6902,-5320.18,-0.22537,-2.91357,12332.7,6.75394,-1223.81,-0.09923,-0.67021,11273.5,6.17388,-4096.37,-0.36336,-2.24336,245,0.50772,1054.03,-752.873,-0.71428,-0.41231,-776.58,-0.73677,-0.42529,2266.03,-759.199,-0.33503,-0.41577,-1077.14,-0.47534,-0.58989,0.37819,0.54836,25008.4,13.69573,46853.7,25.6592,-4272.95,-0.17086,-2.34006,14500.7,7.94124,-752.52,-0.0519,-0.41211,10507.7,5.75449,-3520.43,-0.33503,-1.92795,0.09253,0.06008,-1402.2,-0.76791,-1047.23,-0.05451,-0.57351,-1769.4,-0.969,-2168,-1.18729,-471.29,-0.04734,-0.2581,765.8,0.41939,-575.94,-0.02833,-0.31541,0
1xty_2,0.53826,0.69534,23109,12.55924,0,45424.2,24.68707,-5314.26,-0.22996,-2.88818,11369.8,6.17924,-106.884,-0.0094,-0.05809,11739.2,6.38,-5207.376,-0.44359,-2.8301,208,0.71709,886.987,-532.251,-0.60007,-0.28927,-563.813,-0.63565,-0.30642,1821.43,-367.372,-0.20169,-0.19966,-703.049,-0.38599,-0.38209,0.47184,0.65039,24322.6,13.2188,46896.2,25.48707,-4515.32,-0.18564,-2.45398,13176.7,7.16125,387.536,0.02941,0.21062,11145.9,6.05755,-4902.856,-0.43988,-2.6646,0.06642,0.04495,-1213.6,-0.65957,-798.94,-0.04432,-0.43421,-1472,-0.8,-1806.9,-0.98201,-494.42,-0.03881,-0.26871,593.3,0.32245,-304.52,-0.00371,-0.1655,0
1xub_1,0.55645,0.71309,49897,11.80156,0,100185,23.6956,-11905.9,-0.23861,-2.81596,22781.5,5.38825,1056.77,0.04639,0.24995,27115.5,6.41332,-12962.67,-0.47805,-3.06591,185,0.46043,683.156,-155.33,-0.22737,-0.03674,-153.378,-0.22451,-0.03628,1860.34,-303.565,-0.16318,-0.0718,-324.189,-0.17426,-0.07668,0.5554,0.71535,50792.2,12.01329,101282,23.95506,-11969.9,-0.23566,-2.8311,24243.9,5.73413,871.934,0.03597,0.20623,26548.3,6.27916,-12841.834,-0.48372,-3.03733,0.00105,-0.00225,-895.2,-0.21173,64,-0.00295,0.01514,-1097,-0.25946,-1462.4,-0.34588,184.836,0.01042,0.04372,567.2,0.13415,-120.836,0.00566,-0.02858,0
1xuq_1,0.56094,0.70031,37142.3,11.71681,0,74244.7,23.42104,-10118.1,-0.27241,-3.19183,17018.4,5.36858,-1893.75,-0.11128,-0.5974,20123.9,6.34823,-8224.35,-0.40869,-2.59443,219,0.51334,867.402,-416.871,-0.4806,-0.13151,-418.741,-0.48275,-0.13209,1760.42,-450.004,-0.25562,-0.14196,-589.879,-0.33508,-0.18608,0.54421,0.68977,38277.8,12.07502,75725.2,23.88808,-9484.16,-0.24777,-2.99185,18771.8,5.9217,-1525.51,-0.08127,-0.48123,19506,6.15331,-7958.65,-0.40801,-2.51062,0.01673,0.01054,-1135.5,-0.3582,-633.94,-0.02464,-0.19998,-1480.5,-0.46703,-1753.4,-0.55312,-368.24,-0.03001,-0.11616,617.9,0.19492,-265.7,-0.00068,-0.08382,0
1xur_1,0.476,0.63952,32685.7,12.25561,0,64828.5,24.30765,-5627.33,-0.17216,-2.10999,16980.7,6.36697,702.007,0.04134,0.26322,15705,5.88864,-6329.337,-0.40301,-2.3732,298,0.30352,1145.78,-403.547,-0.3522,-0.15131,-411.898,-0.35949,-0.15444,2942.06,-135.849,-0.04617,-0.05094,-415.075,-0.14108,-0.15563,0.46071,0.63134,34144.5,12.80259,66820,25.05437,-4254.55,-0.1246,-1.59526,19392.2,7.27117,1692.84,0.08729,0.63474,14752.3,5.53142,-5947.39,-0.40315,-2.22999,0.0153,0.00818,-1458.8,-0.54698,-1372.78,-0.04756,-0.51473,-1991.5,-0.74672,-2411.5,-0.9042,-990.833,-0.04595,-0.37152,952.7,0.35722,-381.947,0.00014,-0.14321,0
1xvq_2,0.47175,0.64665,28736.5,12.64811,0,56634.9,24.92733,-4048.97,-0.1409,-1.78212,14561.4,6.40907,1834.65,0.12599,0.8075,14175.1,6.23904,-5883.62,-0.41507,-2.58962,176,0.37581,630.919,-313.587,-0.49703,-0.13802,-306.144,-0.48524,-0.13475,1753.88,-78.5692,-0.0448,-0.03458,-317.846,-0.18122,-0.1399,0.44426,0.63149,29574.2,13.01681,57664.7,25.38059,-3362.29,-0.11369,-1.47988,15870,6.98504,2292.84,0.14448,1.00917,13704.2,6.03178,-5655.13,-0.41266,-2.48905,0.0275,0.01517,-837.7,-0.36871,-686.68,-0.02721,-0.30224,-1029.8,-0.45326,-1308.6,-0.57597,-458.19,-0.01848,-0.20167,470.9,0.20726,-228.49,-0.00241,-0.10057,0
1xwb_5,0.58008,0.70351,20304.3,12.44136,0,40269.6,24.675,-5120.13,-0.25217,-3.13733,9858.96,6.04103,-366.527,-0.03718,-0.22459,10445.34,6.40033,-4753.603,-0.45509,-2.91275,153,0.56553,604.794,-185.04,-0.30596,-0.11338,-218.879,-0.36191,-0.13412,1337.79,-265.948,-0.1988,-0.16296,-369.888,-0.27649,-0.22665,0.54248,0.68138,21107.6,12.93358,41335.2,25.32794,-4660.49,-0.2208,-2.85569,11116.3,6.81146,-29.0623,-0.00261,-0.01781,9991.3,6.12212,-4631.4277,-0.46355,-2.83788,0.0376,0.02213,-803.3,-0.49222,-459.64,-0.03137,-0.28164,-1065.6,-0.65294,-1257.34,-0.77043,-337.4647,-0.03456,-0.20678,454.04,0.27821,-122.1753,0.00845,-0.07486,0
1y67_1,0.5623,0.70239,38628.9,11.83121,0,76640.2,23.47326,-9959.32,-0.25782,-3.05033,17793.4,5.44974,-1426.41,-0.08017,-0.43688,20835.5,6.38147,-8532.91,-0.40954,-2.61345,227,0.5249,901.302,-433.085,-0.48051,-0.13264,-434.741,-0.48235,-0.13315,1767.37,-483.259,-0.27343,-0.14801,-617.505,-0.34939,-0.18913,0.54497,0.69036,39815.9,12.19476,78207.6,23.95332,-9390.13,-0.23584,-2.876,19616.5,6.00812,-1130.97,-0.05765,-0.34639,20199.4,6.18665,-8259.16,-0.40888,-2.5296,0.01733,0.01203,-1187,-0.36355,-569.19,-0.02198,-0.17433,-1567.4,-0.48006,-1823.1,-0.55838,-295.44,-0.02251,-0.09049,636.1,0.19482,-273.75,-0.00066,-0.08384,0
1y6h_3,0.4639,0.64285,33964.2,12.17355,0,66701.8,23.90746,-7197.18,-0.2119,-2.57963,16612.3,5.95423,-670.835,-0.04038,-0.24044,17351.9,6.21932,-6526.345,-0.37612,-2.33919,360,0.37534,1333.21,-505.325,-0.37903,-0.18112,-531.608,-0.39874,-0.19054,3016.49,-474.055,-0.15715,-0.16991,-721.695,-0.23925,-0.25867,0.44145,0.635,35739.3,12.80978,69105.9,24.76914,-6059.17,-0.16954,-2.17175,19351.7,6.93609,148.395,0.00767,0.05319,16387.6,5.87369,-6207.565,-0.3788,-2.22493,0.02245,0.00785,-1775.1,-0.63624,-1138.01,-0.04237,-0.40789,-2404.1,-0.86168,-2739.4,-0.98186,-819.23,-0.04805,-0.29363,964.3,0.34563,-318.78,0.00268,-0.11426,0
1y7h_2,0.45478,0.63085,47116.2,11.9645,0,94825,24.07948,-9855.12,-0.20917,-2.50257,21282.3,5.40434,-349.798,-0.01644,-0.08883,25833.9,6.56016,-9505.322,-0.36794,-2.41374,213,0.46567,835.774,-287.561,-0.34407,-0.07302,-315.766,-0.37781,-0.08018,1777.95,-304.444,-0.17123,-0.07731,-453.908,-0.2553,-0.11526,0.44083,0.6192,48210.4,12.24236,96143.3,24.41425,-9306.94,-0.19305,-2.36337,23011.8,5.84352,-8.69941,-0.00038,-0.00221,25198.6,6.39883,-9298.24059,-0.369,-2.36116,0.01396,0.01166,-1094.2,-0.27786,-548.18,-0.01612,-0.1392,-1318.3,-0.33476,-1729.5,-0.43918,-341.09859,-0.01606,-0.08662,635.3,0.16133,-207.08141,0.00106,-0.05259,0
1y7y_1,0.5234,0.69007,14057.3,13.13766,0,26904.8,25.14467,-2994.4,-0.21301,-2.7985,7336.4,6.85645,-165.357,-0.02254,-0.15454,6720.9,6.28121,-2829.043,-0.42093,-2.64397,175,0.63682,713.968,-580.35,-0.81285,-0.54238,-615.494,-0.86208,-0.57523,1659,-411.474,-0.24803,-0.38456,-793.581,-0.47835,-0.74166,0.43649,0.63156,15002.3,14.02084,28184,26.34019,-1956.39,-0.13041,-1.8284,8771.1,8.19729,469.047,0.05348,0.43836,6231.2,5.82355,-2425.437,-0.38924,-2.26676,0.08691,0.05852,-945,-0.88318,-1038.01,-0.08261,-0.9701,-1279.2,-1.19551,-1434.7,-1.34084,-634.404,-0.07602,-0.5929,489.7,0.45766,-403.606,-0.03169,-0.3772,0
1yad_2,0.59897,0.74272,35535.2,12.13634,0,70087.2,23.93689,-9492.22,-0.26712,-3.24188,16235.8,5.54501,-906.19,-0.05581,-0.30949,19299.4,6.59133,-8586.03,-0.44489,-2.93239,202,0.68637,769.491,-466.686,-0.60649,-0.15939,-477.774,-0.6209,-0.16317,1729.28,-470.873,-0.27229,-0.16082,-694.142,-0.40141,-0.23707,0.57469,0.73318,36536.2,12.47821,71405.7,24.38719,-8680.67,-0.23759,-2.96471,17815.9,6.08467,-392.418,-0.02203,-0.13402,18720.3,6.39355,-8288.252,-0.44274,-2.83069,0.02427,0.00953,-1001,-0.34187,-811.55,-0.02953,-0.27717,-1318.5,-0.45031,-1580.1,-0.53965,-513.772,-0.03379,-0.17547,579.1,0.19778,-297.778,-0.00214,-0.1017,0
1yae_9,0.51922,0.67717,49788.1,12.11684,0,100438,24.44342,-11586.3,-0.23271,-2.81974,23504.6,5.72027,-892.153,-0.03796,-0.21712,26283.5,6.39657,-10694.147,-0.40688,-2.60262,323,0.32468,1261.88,-311.288,-0.24669,-0.07576,-309.615,-0.24536,-0.07535,2966.81,-271.12,-0.09138,-0.06598,-429.304,-0.1447,-0.10448,0.51004,0.67348,51416,12.51302,102351,24.90898,-11168.2,-0.21721,-2.71798,26169,6.3687,-750.091,-0.02866,-0.18255,25247,6.14432,-10418.109,-0.41265,-2.53544,0.00918,0.0037,-1627.9,-0.39618,-418.1,-0.0155,-0.10175,-1913,-0.46556,-2664.4,-0.64843,-142.062,-0.00929,-0.03457,1036.5,0.25225,-276.038,0.00577,-0.06718,0
1ybz_2,0.44567,0.63655,16260.7,13.75694,0,30567.1,25.86049,-3123.7,-0.1921,-2.64272,8593.85,7.2706,-663.618,-0.07722,-0.56144,7666.85,6.48634,-2460.082,-0.32087,-2.08129,446,0.58747,2018.42,-1724.73,-0.8545,-1.45916,-1786.21,-0.88495,-1.51118,3989.93,-1817.5,-0.45552,-1.53765,-2505.19,-0.62788,-2.11945,0.17497,0.50968,18961.1,16.04154,34109.3,28.85728,-442.249,-0.02332,-0.37415,12588.2,10.64992,722.322,0.05738,0.6111,6372.9,5.39162,-1164.571,-0.18274,-0.98525,0.2707,0.12687,-2700.4,-2.2846,-2681.451,-0.16878,-2.26857,-3542.2,-2.99679,-3994.35,-3.37931,-1385.94,-0.1346,-1.17254,1293.95,1.09471,-1295.511,-0.13813,-1.09603,0
1ye5_1,0.58969,0.70609,29278.6,12.53901,0,58017.9,24.84707,-7748.46,-0.26465,-3.3184,14432.8,6.18107,-637.269,-0.04415,-0.27292,14845.8,6.35794,-7111.191,-0.479,-3.04548,301,0.6785,1223.7,-857.598,-0.70082,-0.36728,-922.821,-0.75412,-0.39521,2494.65,-1075.28,-0.43103,-0.46051,-1435.74,-0.57553,-0.61488,0.51234,0.65336,30919.6,13.2418,60144.9,25.75799,-6383.93,-0.20647,-2.73402,16886.2,7.23178,105.851,0.00627,0.04533,14033.4,6.01002,-6489.781,-0.46245,-2.77935,0.07735,0.05273,-1641,-0.70278,-1364.53,-0.05818,-0.58438,-2127,-0.91092,-2453.4,-1.05071,-743.12,-0.05042,-0.31825,812.4,0.34792,-621.41,-0.01655,-0.26613,0
1yem_1,0.57357,0.70207,32961.1,12.22593,0,65845.7,24.42348,-8548.33,-0.25935,-3.17075,15811.8,5.86491,-190.462,-0.01205,-0.07065,17149.3,6.36102,-8357.868,-0.48736,-3.1001,215,0.73637,895.476,-762.714,-0.85174,-0.28291,-845.607,-0.94431,-0.31365,1755.19,-911.288,-0.5192,-0.33801,-1260.56,-0.71819,-0.46757,0.5179,0.67638,34182.6,12.67901,67394.3,24.99789,-7421.4,-0.21711,-2.75274,17621.5,6.53616,486.654,0.02762,0.18051,16561.1,6.14284,-7908.054,-0.47751,-2.93325,0.05566,0.02569,-1221.5,-0.45308,-1126.93,-0.04224,-0.418,-1548.6,-0.57441,-1809.7,-0.67125,-677.116,-0.03966,-0.25116,588.2,0.21818,-449.814,-0.00985,-0.16684,0
1yln_1,0.54968,0.69264,44013.1,12.34243,0,88423.6,24.7963,-10504.4,-0.23867,-2.94571,22231,6.23416,118.659,0.00534,0.03328,21782.1,6.10827,-10623.059,-0.4877,-2.97898,428,0.50814,1832.1,-946.082,-0.51639,-0.26531,-938.711,-0.51237,-0.26324,4142.12,-849.321,-0.20505,-0.23817,-1277.17,-0.30834,-0.35815,0.52278,0.68388,46423.2,13.01828,91165.8,25.56528,-9629.96,-0.20744,-2.70049,26051.7,7.30558,239.646,0.0092,0.0672,20371.5,5.7127,-9869.606,-0.48448,-2.7677,0.0269,0.00877,-2410.1,-0.67586,-874.44,-0.03123,-0.24522,-2742.2,-0.76898,-3820.7,-1.07142,-120.987,-0.00386,-0.03393,1410.6,0.39557,-753.453,-0.00322,-0.21129,0
1ysj_1,0.45536,0.63362,65339.6,12.07533,0,130785,24.17021,-13208.1,-0.20215,-2.44097,29989.2,5.54227,-367.2,-0.01224,-0.06786,35350.4,6.53306,-12840.9,-0.36325,-2.37311,283,0.48057,1067.94,-529.504,-0.49582,-0.09786,-526.025,-0.49256,-0.09721,2205,-414.967,-0.18819,-0.07669,-656.063,-0.29753,-0.12125,0.43916,0.62162,66721.6,12.33073,132625,24.51026,-12044.7,-0.18052,-2.22597,32166.8,5.94471,397.506,0.01236,0.07346,34554.8,6.38603,-12442.206,-0.36007,-2.29943,0.0162,0.012,-1382,-0.25541,-1163.4,-0.02162,-0.21501,-1840,-0.34005,-2177.6,-0.40244,-764.706,-0.0246,-0.14132,795.6,0.14703,-398.694,-0.00317,-0.07368,0
