pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
6np6_5,-59.365,-2.364,-1.69,1364.207,881.65,3.821,54.367,0.674
6o8b_4,4.966,0.088,0.657,443.429,5143.789,19.462,330.129,0.497
6o9q_5,19.029,-1.121,-0.087,1275.25,2122.967,12.918,231.58,0.525
6orf_1,-9.866,-1.124,-0.772,1124.76,1777.886,9.188,185.383,0.378
6otn_2,-18.254,-1.529,-0.697,1069.277,390.773,1.579,39.928,0.524
6p40_1,-63.801,-2.049,-0.961,1309.943,2270.804,9.654,169.98,0.609
6pkc_4,-47.853,-1.232,-0.945,920.71,2220.133,10.293,195.842,0.7
6pqn_5,683.057,10.716,41.206,1457.56,3049.446,15.182,209.113,0.537
6qgs_17,-77.574,-3.327,-3.171,716.468,1124.293,4.987,77.24,0.792
6qpp_2,-21.589,-1.821,52.992,511.862,942.366,6.009,107.359,0.689
6qq2_2,-22.275,-0.844,-0.251,854.709,2185.033,8.669,152.851,0.532
6qsn_1,6.738,-0.576,0.27,1936.775,5468.198,26.879,382.178,0.486
6qu4_11,-23.046,-1.783,-1.244,1257.713,2582.323,9.764,188.209,0.545
6qzh_3,-13.149,-0.817,23.661,1223.147,4432.39,22.502,316.62,0.589
6r2f_1,-73.107,-3.11,-1.99,673.668,322.603,1.637,34.979,0.72
6r2s_8,-40.303,-2.157,192.294,1118.438,2306.411,6.618,148.777,0.661
6r80_2,-61.091,-2.553,-1.851,1077.364,1050.825,5.349,97.101,0.537
6rp3_5,-24.078,-2.662,-1.458,1259.426,760.007,3.459,55.264,0.599
6rrc_4,-55.331,-1.367,-0.138,1586.953,1692.689,8.685,167.342,0.68
6s1l_5,-48.089,-2.636,-1.842,1064.412,2045.44,9.019,165.364,0.606
6tfq_4,-16.779,-0.933,-0.389,1297.954,2030.555,8.033,184.044,0.493
6tka_4,-44.323,-1.362,-0.31,1351.552,3443.563,15.055,284.989,0.535
6txq_3,22.571,-1.275,-0.547,1361.062,1670.327,7.73,157.889,0.484
6ucm_16,-76.556,-2.58,-2.128,559.587,409.261,1.479,40.918,0.705
6vdd_2,560.643,-1.216,-0.724,1448.502,2689.256,12.92,230.452,0.617
6vjb_4,2.311,-0.722,-0.365,639.366,7605.969,23.043,518.114,0.415
6w25_2,-44.932,-1.303,-0.019,1201.864,2584.618,8.835,158.183,0.557
6wrh_3,-10.151,-1.432,-0.778,1166.476,1108.217,6.297,121.524,0.601
8jdw_1,-5.827,-1.356,-1.029,731.511,1903.875,9.249,170.723,0.504
